SOAP.k25.C1045664	SOAP.k25.C1045664^POLX_TOBAC
TRINITY_DN2773_c0_g1_i11	TRINITY_DN2773_c0_g1_i11^DTX19_ARATH^MatE
TRINITY_DN27749_c3_g1_i1	TRINITY_DN27749_c3_g1_i1^RL18A_CASSA^Ribosomal_L18A
TRINITY_DN27755_c0_g1_i2	TRINITY_DN27755_c0_g1_i2^Y5843_ARATH^SWIB
TRINITY_DN27760_c0_g1_i3	TRINITY_DN27760_c0_g1_i3^MRP_L53
TRINITY_DN27767_c0_g1_i11	TRINITY_DN27767_c0_g1_i11^Chromo
TRINITY_DN27772_c0_g1_i20	TRINITY_DN27772_c0_g1_i20^RLMN_NITMS^Radical_SAM
TRINITY_DN2778_c2_g1_i4	TRINITY_DN2778_c2_g1_i4^WRKY4_ARATH^WRKY
TRINITY_DN2779_c0_g1_i13	TRINITY_DN2779_c0_g1_i13^KN13B_ARATH
TRINITY_DN27817_c0_g1_i4	TRINITY_DN27817_c0_g1_i4^CTLH
TRINITY_DN2785_c0_g3_i1	TRINITY_DN2785_c0_g3_i1^PRS6A_BRACM^Prot_ATP_ID_OB_C
TRINITY_DN2786_c2_g1_i39	TRINITY_DN2786_c2_g1_i39^Transpos_assoc
TRINITY_DN2786_c3_g1_i1	TRINITY_DN2786_c3_g1_i1^LECS_STYJP^Lectin_legB
TRINITY_DN2786_c6_g4_i2	TRINITY_DN2786_c6_g4_i2^LECR_CLAKE^LECS_STYJP^Lectin_legB
TRINITY_DN27882_c0_g2_i2	TRINITY_DN27882_c0_g2_i2^Transposase_21
TRINITY_DN2788_c0_g2_i2	TRINITY_DN2788_c0_g2_i2^POL_COYMV^Cauli_VI^RVT_1
TRINITY_DN2789_c0_g1_i55	TRINITY_DN2789_c0_g1_i55^ARF2_ORYSJ^Arf
TRINITY_DN2790_c0_g1_i9	TRINITY_DN2790_c0_g1_i9^RVR1_BRADI
TRINITY_DN27913_c0_g1_i11	TRINITY_DN27913_c0_g1_i11^RHD3_ORYSJ
TRINITY_DN27926_c0_g1_i1	TRINITY_DN27926_c0_g1_i1^WDL7_ARATH
TRINITY_DN2792_c0_g1_i12	TRINITY_DN2792_c0_g1_i12^HRD1A_ARATH^zf-rbx1
TRINITY_DN279_c0_g2_i1	TRINITY_DN279_c0_g2_i1^ETR2_ARATH^GAF
TRINITY_DN28018_c0_g1_i1	TRINITY_DN28018_c0_g1_i1^RUN1_VITRO
TRINITY_DN2803_c0_g1_i9	TRINITY_DN2803_c0_g1_i9^DTX9_ARATH^MatE
TRINITY_DN28074_c0_g3_i1	TRINITY_DN28074_c0_g3_i1^YI31B_YEAST
TRINITY_DN2810_c1_g1_i2	TRINITY_DN2810_c1_g1_i2^PPME1_MOUSE^Abhydrolase_1
TRINITY_DN28136_c0_g1_i7	TRINITY_DN28136_c0_g1_i7^IMDH_VIGUN^IMPDH
TRINITY_DN28142_c0_g1_i2	TRINITY_DN28142_c0_g1_i2^ETC1_ARATH^Myb_DNA-binding
TRINITY_DN2815_c0_g1_i2	TRINITY_DN2815_c0_g1_i2^PATL5_ARATH^CRAL_TRIO_N
TRINITY_DN28197_c0_g1_i1	TRINITY_DN28197_c0_g1_i1^M820_ARATH^RVT_2
TRINITY_DN2819_c0_g1_i5	TRINITY_DN2819_c0_g1_i5^MGN2_ORYSJ
TRINITY_DN28205_c0_g2_i3	TRINITY_DN28205_c0_g2_i3^PPR_2
TRINITY_DN28236_c0_g1_i1	TRINITY_DN28236_c0_g1_i1^HMA2_ARATH^Hydrolase
TRINITY_DN28242_c0_g1_i1	TRINITY_DN28242_c0_g1_i1^DUF4283
TRINITY_DN28249_c0_g3_i2	TRINITY_DN28249_c0_g3_i2^IQM2_ARATH
TRINITY_DN28262_c0_g2_i4	TRINITY_DN28262_c0_g2_i4^VARLMGL
TRINITY_DN28278_c0_g1_i3	TRINITY_DN28278_c0_g1_i3^POLR1_ARATH^RVT_2
TRINITY_DN282_c0_g1_i4	TRINITY_DN282_c0_g1_i4^P2B10_ARATH^F-box
TRINITY_DN28312_c0_g1_i1	TRINITY_DN28312_c0_g1_i1^WDL1_ORYSJ
TRINITY_DN2831_c0_g1_i16	TRINITY_DN2831_c0_g1_i16^NOL9_ARATH^CLP1_P
TRINITY_DN2833_c0_g1_i11	TRINITY_DN2833_c0_g1_i11^POLR_DROME^RVT_1
TRINITY_DN2834_c0_g1_i20	TRINITY_DN2834_c0_g1_i20^PIGA_ARATH^Glyco_transf_4
TRINITY_DN28385_c0_g1_i1	TRINITY_DN28385_c0_g1_i1^Retrotrans_gag^zf-CCHC
TRINITY_DN28409_c0_g2_i1	TRINITY_DN28409_c0_g2_i1^EIX1_SOLLC^LRR_1
TRINITY_DN28482_c0_g1_i1	TRINITY_DN28482_c0_g1_i1^RECD_ECOLI
TRINITY_DN2848_c0_g1_i10	TRINITY_DN2848_c0_g1_i10^KU80_ARATH^Ku_N
TRINITY_DN284_c1_g1_i19	TRINITY_DN284_c1_g1_i19^FAD1_SCHPO^PAPS_reduct
TRINITY_DN28522_c0_g1_i1	TRINITY_DN28522_c0_g1_i1^Ank
TRINITY_DN28532_c0_g1_i2	TRINITY_DN28532_c0_g1_i2^IP5P6_ARATH
TRINITY_DN2855_c0_g1_i13	TRINITY_DN2855_c0_g1_i13^DUF3783
TRINITY_DN2857_c1_g2_i18	TRINITY_DN2857_c1_g2_i18^Rep_fac-A_C
TRINITY_DN2857_c1_g3_i3	TRINITY_DN2857_c1_g3_i3^PSBB_CARPA^CLPP_LOTJA^RK20_LOTJA^RR18_LOTJA^CLP_protease^PSII^Ribosomal_L20^Ribosomal_S18
TRINITY_DN285_c0_g1_i9	TRINITY_DN285_c0_g1_i9^SLY1_ARATH^NEK1_ORYSJ^Sec1
TRINITY_DN285_c0_g2_i9	TRINITY_DN285_c0_g2_i9^LBD36_ARATH^LOB
TRINITY_DN2861_c0_g1_i1	TRINITY_DN2861_c0_g1_i1^AMI1_ARATH^Amidase
TRINITY_DN2862_c0_g2_i2	TRINITY_DN2862_c0_g2_i2^RS23_FRAAN^Ribosom_S12_S23
TRINITY_DN2864_c0_g2_i1	TRINITY_DN2864_c0_g2_i1^ATPA_LOTJA^ATPF_CICAR^ATP-synt_B^ATP-synt_ab_C^ATP-synt_ab_N
TRINITY_DN28659_c0_g1_i10	TRINITY_DN28659_c0_g1_i10^FRS3_ARATH^FAR1_ARATH^DNA_pol_A_exo1^FAR1^SWIM
TRINITY_DN2866_c0_g2_i1	TRINITY_DN2866_c0_g2_i1^DUF688
TRINITY_DN28695_c0_g1_i3	TRINITY_DN28695_c0_g1_i3^KEA4_ARATH^Na_H_Exchanger
TRINITY_DN2869_c0_g1_i18	TRINITY_DN2869_c0_g1_i18^DCL2_ARATH^PAZ
TRINITY_DN2870_c0_g1_i1	TRINITY_DN2870_c0_g1_i1^POLR1_ARATH^POLX_TOBAC^RVT_2
TRINITY_DN2871_c1_g1_i1	TRINITY_DN2871_c1_g1_i1^S404_ARATH^Senescence_reg
TRINITY_DN2872_c1_g1_i1	TRINITY_DN2872_c1_g1_i1^GLTP2_ARATH^GLTP
TRINITY_DN2872_c2_g1_i1	TRINITY_DN2872_c2_g1_i1^FATB_ARATH^Acyl-thio_N
TRINITY_DN2872_c2_g3_i2	TRINITY_DN2872_c2_g3_i2^MAM33_SCHPO^MAM33
TRINITY_DN28733_c0_g1_i2	TRINITY_DN28733_c0_g1_i2^EXL3_ARATH^Lipase_GDSL
TRINITY_DN2875_c2_g1_i38	TRINITY_DN2875_c2_g1_i38^ALE2_ARATH^Pkinase
TRINITY_DN28770_c0_g1_i1	TRINITY_DN28770_c0_g1_i1^ACCC2_POPTR^Biotin_carb_N
TRINITY_DN28776_c0_g1_i1	TRINITY_DN28776_c0_g1_i1^POLR1_ARATH^RVT_2
TRINITY_DN28778_c0_g1_i1	TRINITY_DN28778_c0_g1_i1^Retrotrans_gag
TRINITY_DN2878_c0_g1_i7	TRINITY_DN2878_c0_g1_i7^POLR2_ARATH^POLX_TOBAC^RVT_2^gag_pre-integrs
TRINITY_DN28793_c0_g1_i1	TRINITY_DN28793_c0_g1_i1^Transposase_32
TRINITY_DN2879_c0_g1_i31	TRINITY_DN2879_c0_g1_i31^AB28B_ARATH^ABC_membrane
TRINITY_DN28803_c0_g1_i3	TRINITY_DN28803_c0_g1_i3^KN14K_ORYSJ^CH
TRINITY_DN2880_c0_g1_i11	TRINITY_DN2880_c0_g1_i11^MBD13_ARATH^MBD
TRINITY_DN2880_c0_g1_i13	TRINITY_DN2880_c0_g1_i13^MBD13_ARATH^MBD
TRINITY_DN28815_c0_g1_i3	TRINITY_DN28815_c0_g1_i3^ZNRF3_XENLA^zf-RING_2
TRINITY_DN28827_c0_g1_i1	TRINITY_DN28827_c0_g1_i1^PUM4_ARATH
TRINITY_DN28837_c10_g1_i1	TRINITY_DN28837_c10_g1_i1^TCTP_MEDSA^TCTP
TRINITY_DN28841_c0_g1_i1	TRINITY_DN28841_c0_g1_i1^CISY_FRAAN
TRINITY_DN28853_c0_g2_i1	TRINITY_DN28853_c0_g2_i1^POL2_DROME^YG31B_YEAST^RT_RNaseH^RVP_2^RVT_1
TRINITY_DN28871_c0_g1_i5	TRINITY_DN28871_c0_g1_i5^HFB2B_ORYSJ^HSF_DNA-bind
TRINITY_DN28877_c0_g1_i4	TRINITY_DN28877_c0_g1_i4^RRM_1
TRINITY_DN2888_c0_g1_i14	TRINITY_DN2888_c0_g1_i14^CLPR4_ARATH^CLP_protease
TRINITY_DN2891_c0_g1_i31	TRINITY_DN2891_c0_g1_i31^SPT61_ARATH^SPT6_acidic
TRINITY_DN28926_c0_g1_i2	TRINITY_DN28926_c0_g1_i2^POLR2_ARATH^M810_ARATH^RVT_2
TRINITY_DN28951_c0_g1_i29	TRINITY_DN28951_c0_g1_i29^YPRA_BACSU^ubiquitin
TRINITY_DN28955_c0_g2_i1	TRINITY_DN28955_c0_g2_i1^PER44_ARATH^peroxidase
TRINITY_DN2895_c0_g1_i14	TRINITY_DN2895_c0_g1_i14^D6KL2_ARATH^Pkinase
TRINITY_DN2895_c1_g1_i2	TRINITY_DN2895_c1_g1_i2^DNA_pol_delta_4
TRINITY_DN28971_c0_g1_i1	TRINITY_DN28971_c0_g1_i1^RVT_3
TRINITY_DN29001_c0_g1_i1	TRINITY_DN29001_c0_g1_i1^CHI2_TOBAC
TRINITY_DN29018_c0_g1_i1	TRINITY_DN29018_c0_g1_i1^COPIA_DROME
TRINITY_DN2905_c1_g1_i2	TRINITY_DN2905_c1_g1_i2^ASP36_ARATH^TAXi_N
TRINITY_DN2907_c0_g1_i2	TRINITY_DN2907_c0_g1_i2^ARAE1_ARATH^Epimerase
TRINITY_DN2907_c0_g1_i20	TRINITY_DN2907_c0_g1_i20^ARAE3_ARATH^GDP_Man_Dehyd
TRINITY_DN29120_c0_g1_i10	TRINITY_DN29120_c0_g1_i10^TCPH_ARATH^Cpn60_TCP1
TRINITY_DN2917_c0_g2_i1	TRINITY_DN2917_c0_g2_i1^PSI1_ARATH^DUF3475
TRINITY_DN291_c0_g1_i48	TRINITY_DN291_c0_g1_i48^NUP88_ARATH^SYK_ORYSJ
TRINITY_DN291_c0_g1_i80	TRINITY_DN291_c0_g1_i80^NUP88_ARATH^Nup88
TRINITY_DN29209_c0_g1_i3	TRINITY_DN29209_c0_g1_i3^YUC10_ARATH^FMO-like
TRINITY_DN29209_c1_g2_i13	TRINITY_DN29209_c1_g2_i13^CPL4_ARATH^NIF
TRINITY_DN2921_c0_g1_i11	TRINITY_DN2921_c0_g1_i11^MIEL1_ARATH^zf-CHY
TRINITY_DN2923_c0_g1_i13	TRINITY_DN2923_c0_g1_i13^PYL8_ARATH^Polyketide_cyc2
TRINITY_DN2925_c0_g1_i19	TRINITY_DN2925_c0_g1_i19^P2C51_ORYSJ^PP2C
TRINITY_DN29301_c0_g2_i1	TRINITY_DN29301_c0_g2_i1^Asp_protease_2
TRINITY_DN2930_c0_g1_i6	TRINITY_DN2930_c0_g1_i6^APE1L_ARATH
TRINITY_DN2931_c0_g1_i5	TRINITY_DN2931_c0_g1_i5^BRCT
TRINITY_DN2933_c0_g1_i23	TRINITY_DN2933_c0_g1_i23^SNP33_ARATH
TRINITY_DN29389_c0_g1_i3	TRINITY_DN29389_c0_g1_i3^SMBP2_MESAU^SMUBP-2_HCS1_1B
TRINITY_DN2938_c0_g1_i23	TRINITY_DN2938_c0_g1_i23^FPG_ARATH^H2TH
TRINITY_DN29398_c0_g1_i1	TRINITY_DN29398_c0_g1_i1^RPD6A_ARATH^RNA_pol_Rpb6
TRINITY_DN2939_c0_g1_i10	TRINITY_DN2939_c0_g1_i10^ADRC3_ARATH^adh_short
TRINITY_DN2940_c5_g1_i3	TRINITY_DN2940_c5_g1_i3^Transcrip_act
TRINITY_DN2942_c0_g1_i5	TRINITY_DN2942_c0_g1_i5^SMAL1_HUMAN^ResIII
TRINITY_DN2947_c1_g1_i17	TRINITY_DN2947_c1_g1_i17^METK_MEDSF^S-AdoMet_synt_N
TRINITY_DN2948_c0_g3_i1	TRINITY_DN2948_c0_g3_i1^MLO1_ARATH^Mlo
TRINITY_DN2949_c0_g1_i34	TRINITY_DN2949_c0_g1_i34^AMY2_ARATH^Alpha-amylase
TRINITY_DN29501_c1_g1_i1	TRINITY_DN29501_c1_g1_i1^M810_ARATH
TRINITY_DN2950_c0_g1_i4	TRINITY_DN2950_c0_g1_i4^AARE_ARATH^APEH_N
TRINITY_DN2952_c0_g1_i3	TRINITY_DN2952_c0_g1_i3^CNBL1_ARATH^EF-hand_8
TRINITY_DN2953_c1_g1_i1	TRINITY_DN2953_c1_g1_i1^Glyco_trans_4_5
TRINITY_DN2958_c0_g1_i40	TRINITY_DN2958_c0_g1_i40^NTAN1_ARATH^N_Asn_amidohyd
TRINITY_DN29609_c0_g1_i1	TRINITY_DN29609_c0_g1_i1^Y1342_ARATH
TRINITY_DN2964_c0_g1_i2	TRINITY_DN2964_c0_g1_i2^NUDT2_ARATH^Nudix_hydro
TRINITY_DN2964_c0_g2_i1	TRINITY_DN2964_c0_g2_i1^NUDT2_ARATH^Nudix_hydro
TRINITY_DN2965_c0_g1_i4	TRINITY_DN2965_c0_g1_i4^HSP20
TRINITY_DN2967_c0_g2_i13	TRINITY_DN2967_c0_g2_i13^VPS41_ARATH
TRINITY_DN2967_c0_g2_i8	TRINITY_DN2967_c0_g2_i8^MCC1_ARATH^Acetyltransf_1
TRINITY_DN2969_c0_g1_i2	TRINITY_DN2969_c0_g1_i2^WRK70_ARATH^WRKY
TRINITY_DN296_c1_g1_i5	TRINITY_DN296_c1_g1_i5^Y4990_ARATH^Gly_transf_sug
TRINITY_DN29710_c0_g1_i3	TRINITY_DN29710_c0_g1_i3^C86B1_ARATH^p450
TRINITY_DN29765_c0_g1_i1	TRINITY_DN29765_c0_g1_i1^STR15_ARATH^Rhodanese
TRINITY_DN2981_c0_g1_i26	TRINITY_DN2981_c0_g1_i26^METL5_DANRE^PrmA
TRINITY_DN29827_c0_g1_i4	TRINITY_DN29827_c0_g1_i4^LRR_8
TRINITY_DN2982_c0_g1_i17	TRINITY_DN2982_c0_g1_i17^YLOH_SCHPO
TRINITY_DN2983_c0_g1_i5	TRINITY_DN2983_c0_g1_i5^CCL7_HUMLU^AMP-binding
TRINITY_DN2986_c0_g1_i4	TRINITY_DN2986_c0_g1_i4^NUD20_ARATH^DUF4743
TRINITY_DN29920_c0_g1_i1	TRINITY_DN29920_c0_g1_i1^OPR11_ORYSJ^Oxidored_FMN
TRINITY_DN2992_c0_g1_i16	TRINITY_DN2992_c0_g1_i16^DTX42_ARATH^MatE
TRINITY_DN29931_c0_g1_i2	TRINITY_DN29931_c0_g1_i2^CMT1_ORYSJ^Chromo
TRINITY_DN29932_c0_g2_i1	TRINITY_DN29932_c0_g2_i1^HIP23_ARATH^HMA
TRINITY_DN29949_c0_g1_i1	TRINITY_DN29949_c0_g1_i1^ATL30_ARATH
TRINITY_DN29954_c0_g1_i2	TRINITY_DN29954_c0_g1_i2^E13A_SOYBN^Glyco_hydro_17
TRINITY_DN2996_c3_g1_i11	TRINITY_DN2996_c3_g1_i11^LPXC1_ARATH
TRINITY_DN29989_c0_g1_i1	TRINITY_DN29989_c0_g1_i1^SYHC_ARATH
TRINITY_DN2998_c2_g1_i13	TRINITY_DN2998_c2_g1_i13^SCAR2_ARATH
TRINITY_DN29991_c0_g1_i1	TRINITY_DN29991_c0_g1_i1^G3OX2_ARATH
TRINITY_DN29994_c0_g2_i1	TRINITY_DN29994_c0_g2_i1^LRR_1
TRINITY_DN29_c0_g1_i4	TRINITY_DN29_c0_g1_i4^CALSB_ARATH^FKS1_dom1
TRINITY_DN30001_c0_g1_i22	TRINITY_DN30001_c0_g1_i22^S2544_MOUSE^Mito_carr
TRINITY_DN3000_c0_g1_i11	TRINITY_DN3000_c0_g1_i11^DEAH2_ARATH^DEAD
TRINITY_DN3000_c0_g1_i8	TRINITY_DN3000_c0_g1_i8^DEAH2_ARATH^DEAD
TRINITY_DN30013_c0_g1_i1	TRINITY_DN30013_c0_g1_i1^RVT_1
TRINITY_DN30020_c0_g1_i1	TRINITY_DN30020_c0_g1_i1^gag_pre-integrs
TRINITY_DN30059_c0_g1_i1	TRINITY_DN30059_c0_g1_i1^CYSEP_RICCO^Peptidase_C1
TRINITY_DN3008_c0_g1_i4	TRINITY_DN3008_c0_g1_i4^PUB16_ARATH^U-box
TRINITY_DN3008_c0_g1_i47	TRINITY_DN3008_c0_g1_i47^TBC15_HUMAN^PH_RBD
TRINITY_DN30102_c0_g1_i1	TRINITY_DN30102_c0_g1_i1^KUA1_ARATH
TRINITY_DN30116_c0_g1_i1	TRINITY_DN30116_c0_g1_i1^MVP_CAMVW^MP
TRINITY_DN3011_c0_g2_i5	TRINITY_DN3011_c0_g2_i5^PB1
TRINITY_DN3012_c0_g1_i1	TRINITY_DN3012_c0_g1_i1^PP152_ARATH^PPR
TRINITY_DN3012_c0_g1_i4	TRINITY_DN3012_c0_g1_i4^PP152_ARATH^PPR
TRINITY_DN30148_c0_g1_i1	TRINITY_DN30148_c0_g1_i1^HD16N_ORYSJ
TRINITY_DN3015_c0_g1_i11	TRINITY_DN3015_c0_g1_i11^PWD_ARATH^CBM_20
TRINITY_DN30162_c0_g1_i3	TRINITY_DN30162_c0_g1_i3^CUT1A_ARATH^CAAD
TRINITY_DN3017_c0_g1_i8	TRINITY_DN3017_c0_g1_i8^AOX4_ARATH^AOX
TRINITY_DN30181_c0_g1_i1	TRINITY_DN30181_c0_g1_i1^Y4211_ARATH^BRCT
TRINITY_DN30193_c0_g1_i1	TRINITY_DN30193_c0_g1_i1^POLR_DROME^RVT_1
TRINITY_DN301_c0_g1_i4	TRINITY_DN301_c0_g1_i4^MT2_ACTDE
TRINITY_DN301_c1_g1_i11	TRINITY_DN301_c1_g1_i11^ECT3_ARATH^YTH
TRINITY_DN30238_c0_g1_i6	TRINITY_DN30238_c0_g1_i6^zf-CCHC_3
TRINITY_DN3023_c0_g1_i3	TRINITY_DN3023_c0_g1_i3^POLR1_ARATH
TRINITY_DN3023_c0_g1_i5	TRINITY_DN3023_c0_g1_i5^POLR1_ARATH
TRINITY_DN3023_c0_g3_i1	TRINITY_DN3023_c0_g3_i1^M810_ARATH
TRINITY_DN3024_c0_g1_i8	TRINITY_DN3024_c0_g1_i8^RH46_ARATH^WW
TRINITY_DN3026_c0_g1_i22	TRINITY_DN3026_c0_g1_i22^CSK2P_ARATH^MSI1H_CAEEL^Pkinase^RRM_1
TRINITY_DN3027_c0_g1_i1	TRINITY_DN3027_c0_g1_i1^THA2_ARATH
TRINITY_DN3028_c0_g2_i2	TRINITY_DN3028_c0_g2_i2^ARFI_ARATH^B3
TRINITY_DN3029_c0_g1_i17	TRINITY_DN3029_c0_g1_i17^FBRL1_ARATH^Fibrillarin
TRINITY_DN302_c0_g1_i123	TRINITY_DN302_c0_g1_i123^REC1_ARATH^B561I_ARATH^DOMON^TPR_12
TRINITY_DN3031_c0_g1_i33	TRINITY_DN3031_c0_g1_i33^MMSA_ARATH
TRINITY_DN3032_c0_g2_i14	TRINITY_DN3032_c0_g2_i14^KIME_ARATH^GHMP_kinases_N
TRINITY_DN30350_c0_g1_i1	TRINITY_DN30350_c0_g1_i1^POLR2_ARATH
TRINITY_DN3035_c0_g1_i1	TRINITY_DN3035_c0_g1_i1^MT21D_MOUSE^Methyltransf_16
TRINITY_DN3035_c0_g2_i11	TRINITY_DN3035_c0_g2_i11^BH047_ARATH
TRINITY_DN3036_c0_g1_i10	TRINITY_DN3036_c0_g1_i10^BAG1_ARATH^RPC5^ubiquitin
TRINITY_DN3036_c3_g1_i4	TRINITY_DN3036_c3_g1_i4^Y4498_ARATH
TRINITY_DN3037_c0_g1_i8	TRINITY_DN3037_c0_g1_i8^TPPC3_CHICK^TRAPP
TRINITY_DN30392_c0_g1_i3	TRINITY_DN30392_c0_g1_i3^GDL61_ARATH^Lipase_GDSL
TRINITY_DN3039_c0_g1_i32	TRINITY_DN3039_c0_g1_i32^VTE7_ARATH^Abhydrolase_1
TRINITY_DN3051_c0_g1_i8	TRINITY_DN3051_c0_g1_i8^SYP52_ARATH^SNARE
TRINITY_DN3052_c0_g1_i3	TRINITY_DN3052_c0_g1_i3^Y3206_ARATH^CarD_TRCF_RID
TRINITY_DN3053_c0_g1_i37	TRINITY_DN3053_c0_g1_i37^DUF4442
TRINITY_DN3054_c0_g1_i28	TRINITY_DN3054_c0_g1_i28^PSA_ARATH^DUF3458_C^RVT_1
TRINITY_DN3055_c0_g2_i3	TRINITY_DN3055_c0_g2_i3^MAP1B_ARATH^AOC_ORYSI^Allene_ox_cyc^Peptidase_M24
TRINITY_DN3057_c0_g1_i10	TRINITY_DN3057_c0_g1_i10^DMS3_ARATH
TRINITY_DN3057_c0_g1_i11	TRINITY_DN3057_c0_g1_i11^DMS3_ARATH
TRINITY_DN3057_c1_g1_i3	TRINITY_DN3057_c1_g1_i3^TOP1A_ARATH
TRINITY_DN30592_c22_g1_i1	TRINITY_DN30592_c22_g1_i1^ART2_YEAST
TRINITY_DN30592_c4_g1_i1	TRINITY_DN30592_c4_g1_i1^TAR1_KLULA
TRINITY_DN305_c0_g1_i4	TRINITY_DN305_c0_g1_i4^TTL1_ARATH^TPR_16
TRINITY_DN3063_c0_g1_i4	TRINITY_DN3063_c0_g1_i4^DUF1295
TRINITY_DN30649_c0_g1_i14	TRINITY_DN30649_c0_g1_i14^S2P_ARATH^Peptidase_M50
TRINITY_DN30693_c0_g1_i1	TRINITY_DN30693_c0_g1_i1^EIX1_SOLLC^LRRNT_2
TRINITY_DN306_c1_g1_i2	TRINITY_DN306_c1_g1_i2^U2A2A_NICPL^RRM_1
TRINITY_DN3070_c1_g1_i10	TRINITY_DN3070_c1_g1_i10^TRL11_ARATH
TRINITY_DN30710_c0_g1_i2	TRINITY_DN30710_c0_g1_i2^SLX1_SCHJY^GIY-YIG
TRINITY_DN30714_c0_g1_i19	TRINITY_DN30714_c0_g1_i19^ILK1_ARATH^Ank_2
TRINITY_DN30718_c0_g1_i1	TRINITY_DN30718_c0_g1_i1^BH126_ARATH^HLH
TRINITY_DN30719_c0_g1_i4	TRINITY_DN30719_c0_g1_i4^YNBB_BACSU^Met_gamma_lyase
TRINITY_DN30737_c1_g1_i1	TRINITY_DN30737_c1_g1_i1^LRR_1
TRINITY_DN30741_c0_g1_i1	TRINITY_DN30741_c0_g1_i1^POL_CSVMV^RVT_1
TRINITY_DN3077_c1_g1_i7	TRINITY_DN3077_c1_g1_i7^ARFR_ORYSJ^B3
TRINITY_DN30780_c0_g1_i1	TRINITY_DN30780_c0_g1_i1^PLY5_ARATH
TRINITY_DN30781_c0_g1_i1	TRINITY_DN30781_c0_g1_i1^SILD_FORIN^adh_short
TRINITY_DN307_c0_g2_i7	TRINITY_DN307_c0_g2_i7^AHK3_ARATH^CHASE
TRINITY_DN30802_c0_g1_i7	TRINITY_DN30802_c0_g1_i7^BH025_ARATH
TRINITY_DN3085_c1_g1_i14	TRINITY_DN3085_c1_g1_i14^PGLR_VITVI^Pectate_lyase_3
TRINITY_DN30874_c0_g1_i1	TRINITY_DN30874_c0_g1_i1^NPRT2_ARATH
TRINITY_DN30907_c0_g1_i4	TRINITY_DN30907_c0_g1_i4^G3OX_PEA^DIOX_N
TRINITY_DN30909_c0_g1_i2	TRINITY_DN30909_c0_g1_i2^Y1490_ARATH^Vps62
TRINITY_DN30909_c0_g2_i1	TRINITY_DN30909_c0_g2_i1^Y1490_ARATH^Vps62
TRINITY_DN30913_c0_g1_i1	TRINITY_DN30913_c0_g1_i1^CAS1_PANGI
TRINITY_DN3091_c1_g1_i41	TRINITY_DN3091_c1_g1_i41^TIM10_ARATH^zf-Tim10_DDP
TRINITY_DN3092_c0_g1_i2	TRINITY_DN3092_c0_g1_i2^RS31_ARATH
TRINITY_DN3093_c2_g2_i6	TRINITY_DN3093_c2_g2_i6^HAT5_ARATH^Homeodomain
TRINITY_DN3095_c0_g1_i15	TRINITY_DN3095_c0_g1_i15^WTR31_ARATH^EamA
TRINITY_DN3097_c0_g1_i8	TRINITY_DN3097_c0_g1_i8^BPS1_ARATH^ROH1-like
TRINITY_DN309_c0_g1_i2	TRINITY_DN309_c0_g1_i2^NRDC_ARATH^Peptidase_M16
TRINITY_DN31005_c0_g1_i1	TRINITY_DN31005_c0_g1_i1^DEXH5_ARATH
TRINITY_DN31047_c0_g1_i1	TRINITY_DN31047_c0_g1_i1^FAO1_LOTJA^GMC_oxred_C
TRINITY_DN3108_c0_g1_i14	TRINITY_DN3108_c0_g1_i14^DDE_Tnp_4
TRINITY_DN3108_c0_g1_i19	TRINITY_DN3108_c0_g1_i19^DDE_Tnp_4
TRINITY_DN310_c0_g1_i5	TRINITY_DN310_c0_g1_i5^SKU5_ARATH^Cu-oxidase_3
TRINITY_DN3110_c0_g1_i10	TRINITY_DN3110_c0_g1_i10^AGM11_ARATH^IRX15_IRX15L_GXM
TRINITY_DN3111_c2_g1_i6	TRINITY_DN3111_c2_g1_i6^LRR_2
TRINITY_DN3116_c0_g1_i11	TRINITY_DN3116_c0_g1_i11^REC3_ARATH^CLU_N^TPR_10
TRINITY_DN3118_c0_g2_i5	TRINITY_DN3118_c0_g2_i5^HSBP_ARATH^HSBP1
TRINITY_DN3119_c0_g1_i6	TRINITY_DN3119_c0_g1_i6^SECAB_ARATH^Sec10_N
TRINITY_DN3120_c0_g1_i60	TRINITY_DN3120_c0_g1_i60^LOX6_ARATH^PLAT
TRINITY_DN31224_c0_g1_i18	TRINITY_DN31224_c0_g1_i18^RNE_ARATH^CBM_20
TRINITY_DN3123_c0_g1_i11	TRINITY_DN3123_c0_g1_i11^NUD15_ARATH^NUDIX
TRINITY_DN3124_c0_g1_i33	TRINITY_DN3124_c0_g1_i33^IAA9_ARATH^AUX_IAA
TRINITY_DN31252_c0_g1_i1	TRINITY_DN31252_c0_g1_i1^Retrotrans_gag
TRINITY_DN3126_c0_g1_i99	TRINITY_DN3126_c0_g1_i99^C3H64_ARATH^zf-CCCH_2
TRINITY_DN3130_c1_g3_i3	TRINITY_DN3130_c1_g3_i3^EF110_ARATH^AP2
TRINITY_DN3134_c0_g1_i11	TRINITY_DN3134_c0_g1_i11^SRPK3_HUMAN^Pkinase
TRINITY_DN3135_c0_g1_i34	TRINITY_DN3135_c0_g1_i34^TPPJ_ARATH^Trehalose_PPase
TRINITY_DN313_c0_g2_i1	TRINITY_DN313_c0_g2_i1^PADRE
TRINITY_DN3142_c2_g1_i13	TRINITY_DN3142_c2_g1_i13^COQ9_XENTR^COQ9
