SOAP.k25.C390845	SOAP.k25.C390845^WRK27_ARATH
SPADES.k65.NODE_49030_length_371_cov_14.104575_g36019_i0	SPADES.k65.NODE_49030_length_371_cov_14.104575_g36019_i0^TAR1_KLULA
SPADES.k65.NODE_4928_length_2646_cov_41.860132_g3070_i1	SPADES.k65.NODE_4928_length_2646_cov_41.860132_g3070_i1^CTF18_XENLA^Rad17
SPADES.k65.NODE_49775_length_362_cov_40.306397_g36764_i0	SPADES.k65.NODE_49775_length_362_cov_40.306397_g36764_i0^TRA3_RHIME^Transposase_mut
SPADES.k65.NODE_49786_length_362_cov_26.070707_g36775_i0	SPADES.k65.NODE_49786_length_362_cov_26.070707_g36775_i0^RL14_PEA^Ribosomal_L14e
SPADES.k65.NODE_4_length_15177_cov_62.970355_g1_i0	SPADES.k65.NODE_4_length_15177_cov_62.970355_g1_i0^Viral_helicase1
SPADES.k65.NODE_50096_length_358_cov_27.706485_g37085_i0	SPADES.k65.NODE_50096_length_358_cov_27.706485_g37085_i0^CNGC6_ARATH
SPADES.k65.NODE_50334_length_355_cov_36.524138_g37323_i0	SPADES.k65.NODE_50334_length_355_cov_36.524138_g37323_i0^PP311_ARATH^E_motif
SPADES.k65.NODE_50424_length_354_cov_28.259516_g37413_i0	SPADES.k65.NODE_50424_length_354_cov_28.259516_g37413_i0^RECT_ECOLI
SPADES.k65.NODE_50454_length_354_cov_11.173010_g37443_i0	SPADES.k65.NODE_50454_length_354_cov_11.173010_g37443_i0^UN931_ARATH
SPADES.k65.NODE_50491_length_354_cov_3.823529_g37480_i0	SPADES.k65.NODE_50491_length_354_cov_3.823529_g37480_i0^Y4345_ARATH
SPADES.k65.NODE_50727_length_350_cov_33.687719_g37716_i0	SPADES.k65.NODE_50727_length_350_cov_33.687719_g37716_i0^ATP5E_ARATH
SPADES.k65.NODE_5075_length_2621_cov_61.067684_g1949_i1	SPADES.k65.NODE_5075_length_2621_cov_61.067684_g1949_i1^HERC3_HUMAN^RCC1_2
SPADES.k65.NODE_5077_length_2621_cov_58.395540_g2960_i1	SPADES.k65.NODE_5077_length_2621_cov_58.395540_g2960_i1^NHX2_ARATH^Na_H_Exchanger
SPADES.k65.NODE_50834_length_349_cov_9.295775_g37823_i0	SPADES.k65.NODE_50834_length_349_cov_9.295775_g37823_i0^EIX1_SOLLC^LRRNT_2
SPADES.k65.NODE_51759_length_338_cov_3.897436_g38748_i0	SPADES.k65.NODE_51759_length_338_cov_3.897436_g38748_i0^DUF936
SPADES.k65.NODE_51763_length_338_cov_2.479853_g38752_i0	SPADES.k65.NODE_51763_length_338_cov_2.479853_g38752_i0^RTOR1_ORYSJ
SPADES.k65.NODE_51893_length_336_cov_5.132841_g38882_i0	SPADES.k65.NODE_51893_length_336_cov_5.132841_g38882_i0^DRP4C_ARATH^Dynamin_N
SPADES.k65.NODE_52037_length_334_cov_8.070632_g39026_i0	SPADES.k65.NODE_52037_length_334_cov_8.070632_g39026_i0^Transposase_28
SPADES.k65.NODE_52073_length_334_cov_1.438662_g39062_i0	SPADES.k65.NODE_52073_length_334_cov_1.438662_g39062_i0^METK_PHALU^S-AdoMet_synt_C
SPADES.k65.NODE_52326_length_331_cov_1.703008_g39315_i0	SPADES.k65.NODE_52326_length_331_cov_1.703008_g39315_i0^C-JID
SPADES.k65.NODE_52739_length_325_cov_31.473077_g39728_i0	SPADES.k65.NODE_52739_length_325_cov_31.473077_g39728_i0^METE2_ORYSJ
SPADES.k65.NODE_52760_length_325_cov_14.923077_g39749_i0	SPADES.k65.NODE_52760_length_325_cov_14.923077_g39749_i0^SPX4_ARATH^SPX
SPADES.k65.NODE_53016_length_322_cov_17.964981_g40005_i0	SPADES.k65.NODE_53016_length_322_cov_17.964981_g40005_i0^PMTI_ARATH^Methyltransf_29
SPADES.k65.NODE_53058_length_322_cov_5.910506_g40047_i0	SPADES.k65.NODE_53058_length_322_cov_5.910506_g40047_i0^CAP4_ARATH
SPADES.k65.NODE_53561_length_316_cov_20.812749_g40550_i0	SPADES.k65.NODE_53561_length_316_cov_20.812749_g40550_i0^UVSSA_ARATH
SPADES.k65.NODE_53790_length_314_cov_14.441767_g40779_i0	SPADES.k65.NODE_53790_length_314_cov_14.441767_g40779_i0^RVT_1
SPADES.k65.NODE_54243_length_311_cov_19.817073_g41232_i0	SPADES.k65.NODE_54243_length_311_cov_19.817073_g41232_i0^PFD6_ARATH^Prefoldin_2
SPADES.k65.NODE_54436_length_311_cov_2.878049_g41425_i0	SPADES.k65.NODE_54436_length_311_cov_2.878049_g41425_i0^TOP3A_ARATH
SPADES.k65.NODE_54506_length_310_cov_67.959184_g41495_i0	SPADES.k65.NODE_54506_length_310_cov_67.959184_g41495_i0^Phosphodiest
SPADES.k65.NODE_55031_length_310_cov_42.008163_g42020_i0	SPADES.k65.NODE_55031_length_310_cov_42.008163_g42020_i0^DUF5649
SPADES.k65.NODE_5569_length_2544_cov_53.870512_g3793_i0	SPADES.k65.NODE_5569_length_2544_cov_53.870512_g3793_i0^SVR3_ARATH^GTP_EFTU
SPADES.k65.NODE_5580_length_2543_cov_57.718725_g3796_i0	SPADES.k65.NODE_5580_length_2543_cov_57.718725_g3796_i0^NFP_MEDTR^LysM
SPADES.k65.NODE_5598_length_2539_cov_46.442603_g3810_i0	SPADES.k65.NODE_5598_length_2539_cov_46.442603_g3810_i0^RR31_ARATH^RPS31
SPADES.k65.NODE_5655_length_2529_cov_56.125812_g1248_i1	SPADES.k65.NODE_5655_length_2529_cov_56.125812_g1248_i1^GH123_cat
SPADES.k65.NODE_56967_length_310_cov_21.730612_g43956_i0	SPADES.k65.NODE_56967_length_310_cov_21.730612_g43956_i0^NC2B_ARATH^CBFD_NFYB_HMF
SPADES.k65.NODE_5716_length_2519_cov_58.008150_g774_i1	SPADES.k65.NODE_5716_length_2519_cov_58.008150_g774_i1^YLPM1_HUMAN
SPADES.k65.NODE_5783_length_2506_cov_60.576813_g2420_i1	SPADES.k65.NODE_5783_length_2506_cov_60.576813_g2420_i1^PQBP1_GORGO^WW
SPADES.k65.NODE_5787_length_2506_cov_55.476034_g3349_i1	SPADES.k65.NODE_5787_length_2506_cov_55.476034_g3349_i1^LRK10_WHEAT^GUB_WAK_bind
SPADES.k65.NODE_57931_length_310_cov_17.293878_g44920_i0	SPADES.k65.NODE_57931_length_310_cov_17.293878_g44920_i0^LPAAT_ARATH
SPADES.k65.NODE_5812_length_2501_cov_53.098933_g3956_i0	SPADES.k65.NODE_5812_length_2501_cov_53.098933_g3956_i0^MYOB6_ARATH^Zein-binding
SPADES.k65.NODE_58218_length_310_cov_15.836735_g45207_i0	SPADES.k65.NODE_58218_length_310_cov_15.836735_g45207_i0^PRS8A_ARATH
SPADES.k65.NODE_5824_length_2499_cov_56.102301_g3965_i0	SPADES.k65.NODE_5824_length_2499_cov_56.102301_g3965_i0^ORP2A_ARATH^PH
SPADES.k65.NODE_5880_length_2490_cov_43.461443_g4003_i0	SPADES.k65.NODE_5880_length_2490_cov_43.461443_g4003_i0^CPY71_ARATH^Pro_isomerase^WD40
SPADES.k65.NODE_58989_length_310_cov_12.342857_g45978_i0	SPADES.k65.NODE_58989_length_310_cov_12.342857_g45978_i0^LORF2_HUMAN
SPADES.k65.NODE_59385_length_310_cov_10.746939_g46374_i0	SPADES.k65.NODE_59385_length_310_cov_10.746939_g46374_i0^ZTP29_ARATH
SPADES.k65.NODE_59668_length_310_cov_9.710204_g46657_i0	SPADES.k65.NODE_59668_length_310_cov_9.710204_g46657_i0^WDR70_XENLA
SPADES.k65.NODE_5976_length_2474_cov_47.596513_g4071_i0	SPADES.k65.NODE_5976_length_2474_cov_47.596513_g4071_i0^MA658_ARATH^MAP65_ASE1
SPADES.k65.NODE_59_length_7435_cov_61.136771_g34_i1	SPADES.k65.NODE_59_length_7435_cov_61.136771_g34_i1^CNOT1_MOUSE^CNOT1_HEAT
SPADES.k65.NODE_6047_length_2465_cov_49.785417_g4104_i0	SPADES.k65.NODE_6047_length_2465_cov_49.785417_g4104_i0^DF1_ARATH^Myb_DNA-bind_4
SPADES.k65.NODE_6077_length_2461_cov_54.318030_g4126_i0	SPADES.k65.NODE_6077_length_2461_cov_54.318030_g4126_i0^FTSH2_ORYSJ^FtsH_ext
SPADES.k65.NODE_60857_length_310_cov_6.669388_g47846_i0	SPADES.k65.NODE_60857_length_310_cov_6.669388_g47846_i0^KPRS2_ARATH
SPADES.k65.NODE_6132_length_2454_cov_46.135203_g3818_i1	SPADES.k65.NODE_6132_length_2454_cov_46.135203_g3818_i1^Y1675_ARATH^B_lectin
SPADES.k65.NODE_61460_length_310_cov_5.697959_g48449_i0	SPADES.k65.NODE_61460_length_310_cov_5.697959_g48449_i0^POL4_DROME^RVT_1
SPADES.k65.NODE_61622_length_310_cov_5.514286_g48611_i0	SPADES.k65.NODE_61622_length_310_cov_5.514286_g48611_i0^ATXR2_ARATH
SPADES.k65.NODE_61697_length_310_cov_5.420408_g48686_i0	SPADES.k65.NODE_61697_length_310_cov_5.420408_g48686_i0^CDKG1_ORYSI
SPADES.k65.NODE_61715_length_310_cov_5.379592_g48704_i0	SPADES.k65.NODE_61715_length_310_cov_5.379592_g48704_i0^Y2416_ARATH
SPADES.k65.NODE_61936_length_310_cov_5.053061_g48925_i0	SPADES.k65.NODE_61936_length_310_cov_5.053061_g48925_i0^ETR2_ARATH
SPADES.k65.NODE_619_length_4570_cov_43.558713_g409_i0	SPADES.k65.NODE_619_length_4570_cov_43.558713_g409_i0^RPV1_VITRO^ROQ1_NICBE^NB-ARC
SPADES.k65.NODE_62137_length_310_cov_4.844898_g49126_i0	SPADES.k65.NODE_62137_length_310_cov_4.844898_g49126_i0^CDPKK_ARATH
SPADES.k65.NODE_622_length_4567_cov_40.685251_g409_i1	SPADES.k65.NODE_622_length_4567_cov_40.685251_g409_i1^RUN1_VITRO^ROQ1_NICBE^NB-ARC^TIR
SPADES.k65.NODE_6234_length_2437_cov_32.045953_g369_i5	SPADES.k65.NODE_6234_length_2437_cov_32.045953_g369_i5^Transposase_24
SPADES.k65.NODE_6240_length_2435_cov_56.432489_g4236_i0	SPADES.k65.NODE_6240_length_2435_cov_56.432489_g4236_i0^HIDM_GLYEC^COesterase
SPADES.k65.NODE_627_length_4563_cov_53.252112_g414_i0	SPADES.k65.NODE_627_length_4563_cov_53.252112_g414_i0^AB1B_ARATH^ABC_membrane
SPADES.k65.NODE_6300_length_2427_cov_46.953006_g4276_i0	SPADES.k65.NODE_6300_length_2427_cov_46.953006_g4276_i0^Fringe
SPADES.k65.NODE_63042_length_310_cov_3.893878_g50031_i0	SPADES.k65.NODE_63042_length_310_cov_3.893878_g50031_i0^AB21B_ARATH
SPADES.k65.NODE_6346_length_2421_cov_58.419355_g4078_i1	SPADES.k65.NODE_6346_length_2421_cov_58.419355_g4078_i1^DXS2_ORYSJ^DXP_synthase_N
SPADES.k65.NODE_636_length_4552_cov_45.119902_g422_i0	SPADES.k65.NODE_636_length_4552_cov_45.119902_g422_i0^MD33A_ARATH
SPADES.k65.NODE_6376_length_2417_cov_56.394558_g4328_i0	SPADES.k65.NODE_6376_length_2417_cov_56.394558_g4328_i0^LACI_ECOLI^TCR3_ECOLX^Peripla_BP_1
SPADES.k65.NODE_63976_length_309_cov_56.471311_g50965_i0	SPADES.k65.NODE_63976_length_309_cov_56.471311_g50965_i0^TDCA_ECO57
SPADES.k65.NODE_64024_length_309_cov_46.590164_g51013_i0	SPADES.k65.NODE_64024_length_309_cov_46.590164_g51013_i0^OPPD_BACSU^oligo_HPY
SPADES.k65.NODE_64027_length_309_cov_46.225410_g51016_i0	SPADES.k65.NODE_64027_length_309_cov_46.225410_g51016_i0^Hint_2
SPADES.k65.NODE_64047_length_309_cov_42.344262_g51036_i0	SPADES.k65.NODE_64047_length_309_cov_42.344262_g51036_i0^PDEG_ECOLI
SPADES.k65.NODE_64147_length_309_cov_30.135246_g51136_i0	SPADES.k65.NODE_64147_length_309_cov_30.135246_g51136_i0^PGK_AROAE^PGK_DECAR^PGK
SPADES.k65.NODE_64167_length_309_cov_28.901639_g51156_i0	SPADES.k65.NODE_64167_length_309_cov_28.901639_g51156_i0^SYM_BIFAA^tRNA-synt_1g
SPADES.k65.NODE_64225_length_309_cov_24.352459_g51214_i0	SPADES.k65.NODE_64225_length_309_cov_24.352459_g51214_i0^bMG5
SPADES.k65.NODE_64308_length_309_cov_21.000000_g51297_i0	SPADES.k65.NODE_64308_length_309_cov_21.000000_g51297_i0^CIMA_LEPIN
SPADES.k65.NODE_64411_length_309_cov_16.422131_g51400_i0	SPADES.k65.NODE_64411_length_309_cov_16.422131_g51400_i0^BVGA_BORBR
SPADES.k65.NODE_64449_length_309_cov_14.700820_g51438_i0	SPADES.k65.NODE_64449_length_309_cov_14.700820_g51438_i0^SPTCA_DROME^SPTN1_CHICK
SPADES.k65.NODE_64477_length_309_cov_13.012295_g51466_i0	SPADES.k65.NODE_64477_length_309_cov_13.012295_g51466_i0^LORF2_MOUSE
SPADES.k65.NODE_64483_length_309_cov_12.676230_g51472_i0	SPADES.k65.NODE_64483_length_309_cov_12.676230_g51472_i0^LHP1_SOLLC
SPADES.k65.NODE_64501_length_309_cov_11.918033_g51490_i0	SPADES.k65.NODE_64501_length_309_cov_11.918033_g51490_i0^NUSA_COXBU
SPADES.k65.NODE_6451_length_2406_cov_35.545066_g4376_i0	SPADES.k65.NODE_6451_length_2406_cov_35.545066_g4376_i0^PPR5_ARATH^PPR_3
SPADES.k65.NODE_64528_length_309_cov_10.086066_g51517_i0	SPADES.k65.NODE_64528_length_309_cov_10.086066_g51517_i0^DAPA2_STRCO^DHDPS
SPADES.k65.NODE_64531_length_309_cov_10.008197_g51520_i0	SPADES.k65.NODE_64531_length_309_cov_10.008197_g51520_i0^FLY1_ARATH
SPADES.k65.NODE_64704_length_309_cov_3.528689_g51693_i0	SPADES.k65.NODE_64704_length_309_cov_3.528689_g51693_i0^PhoD_N
SPADES.k65.NODE_65071_length_307_cov_25.000000_g52060_i0	SPADES.k65.NODE_65071_length_307_cov_25.000000_g52060_i0^ATXR3_ARATH
SPADES.k65.NODE_66074_length_301_cov_1.016949_g53063_i0	SPADES.k65.NODE_66074_length_301_cov_1.016949_g53063_i0^HS704_ARATH^HSP70
SPADES.k65.NODE_66083_length_300_cov_62.642553_g53072_i0	SPADES.k65.NODE_66083_length_300_cov_62.642553_g53072_i0^rve
SPADES.k65.NODE_660_length_4502_cov_48.755916_g440_i0	SPADES.k65.NODE_660_length_4502_cov_48.755916_g440_i0^TRN1_ARATH^LRR_6
SPADES.k65.NODE_66212_length_300_cov_8.600000_g53201_i0	SPADES.k65.NODE_66212_length_300_cov_8.600000_g53201_i0^ZNF91_HUMAN
SPADES.k65.NODE_6648_length_2378_cov_53.477302_g4514_i0	SPADES.k65.NODE_6648_length_2378_cov_53.477302_g4514_i0^RETOL_ARATH^FAD_binding_4
SPADES.k65.NODE_6661_length_2376_cov_63.246646_g3210_i1	SPADES.k65.NODE_6661_length_2376_cov_63.246646_g3210_i1^SFH8_ARATH^CRAL_TRIO_N
SPADES.k65.NODE_6665_length_2376_cov_31.606664_g2207_i2	SPADES.k65.NODE_6665_length_2376_cov_31.606664_g2207_i2^RPV1_VITRO^NB-ARC
SPADES.k65.NODE_6705_length_2369_cov_66.442274_g4291_i1	SPADES.k65.NODE_6705_length_2369_cov_66.442274_g4291_i1^PAL1_SOYBN^Lyase_aromatic
SPADES.k65.NODE_68008_length_299_cov_16.153846_g54997_i0	SPADES.k65.NODE_68008_length_299_cov_16.153846_g54997_i0^CP089_HUMAN
SPADES.k65.NODE_68380_length_299_cov_11.709402_g55369_i0	SPADES.k65.NODE_68380_length_299_cov_11.709402_g55369_i0^CIPKN_ARATH
SPADES.k65.NODE_68481_length_299_cov_10.692308_g55470_i0	SPADES.k65.NODE_68481_length_299_cov_10.692308_g55470_i0^E138_ARATH
SPADES.k65.NODE_6910_length_2347_cov_61.973269_g4690_i0	SPADES.k65.NODE_6910_length_2347_cov_61.973269_g4690_i0^PIGT_HUMAN^Gpi16
SPADES.k65.NODE_69664_length_299_cov_4.957265_g56653_i0	SPADES.k65.NODE_69664_length_299_cov_4.957265_g56653_i0^MS5L2_ARATH
SPADES.k65.NODE_7082_length_2326_cov_54.443609_g1813_i1	SPADES.k65.NODE_7082_length_2326_cov_54.443609_g1813_i1^SEOA_ARATH^SEO_N
SPADES.k65.NODE_7112_length_2323_cov_45.782994_g4821_i0	SPADES.k65.NODE_7112_length_2323_cov_45.782994_g4821_i0^GLYT3_ARATH^Exostosin
SPADES.k65.NODE_711_length_4431_cov_48.587494_g399_i1	SPADES.k65.NODE_711_length_4431_cov_48.587494_g399_i1^LPAI_ARATH^LRR_8
SPADES.k65.NODE_7149_length_2319_cov_55.917480_g983_i1	SPADES.k65.NODE_7149_length_2319_cov_55.917480_g983_i1^Y3721_ARATH
SPADES.k65.NODE_7190_length_2314_cov_40.926189_g4864_i0	SPADES.k65.NODE_7190_length_2314_cov_40.926189_g4864_i0^PP426_ARATH^PPR_2
SPADES.k65.NODE_72314_length_297_cov_29.844828_g59303_i0	SPADES.k65.NODE_72314_length_297_cov_29.844828_g59303_i0^RUS3_ARATH
SPADES.k65.NODE_724_length_4412_cov_60.611916_g342_i1	SPADES.k65.NODE_724_length_4412_cov_60.611916_g342_i1^VCS_ARATH^Ge1_WD40
SPADES.k65.NODE_72513_length_297_cov_17.521552_g59502_i0	SPADES.k65.NODE_72513_length_297_cov_17.521552_g59502_i0^PSD1A_ARATH
SPADES.k65.NODE_72717_length_297_cov_7.754310_g59706_i0	SPADES.k65.NODE_72717_length_297_cov_7.754310_g59706_i0^PSPA_BACSU
SPADES.k65.NODE_73901_length_296_cov_4.805195_g60890_i0	SPADES.k65.NODE_73901_length_296_cov_4.805195_g60890_i0^DDM1_ARATH
SPADES.k65.NODE_74185_length_295_cov_30.582609_g61174_i0	SPADES.k65.NODE_74185_length_295_cov_30.582609_g61174_i0^NADK_PARL1
SPADES.k65.NODE_74673_length_295_cov_4.065217_g61662_i0	SPADES.k65.NODE_74673_length_295_cov_4.065217_g61662_i0^PKP2_HUMAN
SPADES.k65.NODE_75051_length_294_cov_8.406114_g62040_i0	SPADES.k65.NODE_75051_length_294_cov_8.406114_g62040_i0^THF1_ORYSJ
SPADES.k65.NODE_7561_length_2270_cov_55.937415_g5114_i0	SPADES.k65.NODE_7561_length_2270_cov_55.937415_g5114_i0^NOL10_DANRE^NUC153
SPADES.k65.NODE_75860_length_293_cov_5.188596_g62849_i0	SPADES.k65.NODE_75860_length_293_cov_5.188596_g62849_i0^NP5_HUMAN
SPADES.k65.NODE_77343_length_290_cov_1.191111_g64332_i0	SPADES.k65.NODE_77343_length_290_cov_1.191111_g64332_i0^CI085_HUMAN
SPADES.k65.NODE_7803_length_2241_cov_62.717371_g2459_i3	SPADES.k65.NODE_7803_length_2241_cov_62.717371_g2459_i3^AB21G_ARATH^ABC_tran
SPADES.k65.NODE_78057_length_288_cov_1.255605_g65046_i0	SPADES.k65.NODE_78057_length_288_cov_1.255605_g65046_i0^PTEC_GEOSE
SPADES.k65.NODE_7859_length_2235_cov_40.229493_g5314_i0	SPADES.k65.NODE_7859_length_2235_cov_40.229493_g5314_i0^TCP4_ARATH^TCP
SPADES.k65.NODE_7893_length_2231_cov_50.052170_g5337_i0	SPADES.k65.NODE_7893_length_2231_cov_50.052170_g5337_i0^P2C51_ARATH^PP2C
SPADES.k65.NODE_80888_length_279_cov_1.130841_g67877_i0	SPADES.k65.NODE_80888_length_279_cov_1.130841_g67877_i0^IF5A2_MEDSA
SPADES.k65.NODE_8091_length_2208_cov_60.916472_g5476_i0	SPADES.k65.NODE_8091_length_2208_cov_60.916472_g5476_i0^SUT34_ARATH^Sulfate_transp
SPADES.k65.NODE_8095_length_2208_cov_51.186188_g5478_i0	SPADES.k65.NODE_8095_length_2208_cov_51.186188_g5478_i0^Y1133_ARATH^S_locus_glycop
SPADES.k65.NODE_8110_length_2207_cov_29.492530_g5488_i0	SPADES.k65.NODE_8110_length_2207_cov_29.492530_g5488_i0^POL3_DROME^RVT_1
SPADES.k65.NODE_8133_length_2203_cov_63.718896_g4960_i1	SPADES.k65.NODE_8133_length_2203_cov_63.718896_g4960_i1^AGAL_CYATE^Melibiase_2
SPADES.k65.NODE_81782_length_276_cov_1.042654_g68771_i0	SPADES.k65.NODE_81782_length_276_cov_1.042654_g68771_i0^PAPA5_CARPA
SPADES.k65.NODE_8219_length_2195_cov_46.563850_g5556_i0	SPADES.k65.NODE_8219_length_2195_cov_46.563850_g5556_i0^RH36_ARATH^DEAD
SPADES.k65.NODE_8305_length_2186_cov_15.112211_g5607_i0	SPADES.k65.NODE_8305_length_2186_cov_15.112211_g5607_i0^LORF2_MOUSE^Exo_endo_phos
SPADES.k65.NODE_8328_length_2183_cov_53.428234_g5622_i0	SPADES.k65.NODE_8328_length_2183_cov_53.428234_g5622_i0^AUXI2_ARATH
SPADES.k65.NODE_8337_length_2182_cov_49.496457_g5083_i1	SPADES.k65.NODE_8337_length_2182_cov_49.496457_g5083_i1^RBK2_ARATH^Pkinase
SPADES.k65.NODE_83694_length_269_cov_2.392157_g70683_i0	SPADES.k65.NODE_83694_length_269_cov_2.392157_g70683_i0^RS153_ARATH
SPADES.k65.NODE_8388_length_2177_cov_33.378788_g5661_i0	SPADES.k65.NODE_8388_length_2177_cov_33.378788_g5661_i0^LRR_1
SPADES.k65.NODE_84921_length_264_cov_3.723618_g71910_i0	SPADES.k65.NODE_84921_length_264_cov_3.723618_g71910_i0^C8D11_ARATH
SPADES.k65.NODE_8502_length_2163_cov_44.902765_g5729_i0	SPADES.k65.NODE_8502_length_2163_cov_44.902765_g5729_i0^EDA2_ARATH^Peptidase_S28
SPADES.k65.NODE_8505_length_2162_cov_53.429185_g5732_i0	SPADES.k65.NODE_8505_length_2162_cov_53.429185_g5732_i0^PP1_ORYSJ^STPPase_N
SPADES.k65.NODE_851_length_4229_cov_45.758886_g579_i0	SPADES.k65.NODE_851_length_4229_cov_45.758886_g579_i0^R13L1_ARATH^Rx_N
SPADES.k65.NODE_8549_length_2157_cov_55.302581_g5216_i1	SPADES.k65.NODE_8549_length_2157_cov_55.302581_g5216_i1^BON1_ARATH^C2
SPADES.k65.NODE_85605_length_261_cov_13.607143_g72594_i0	SPADES.k65.NODE_85605_length_261_cov_13.607143_g72594_i0^DAPE_SPHAL
SPADES.k65.NODE_8568_length_2155_cov_62.474641_g5769_i0	SPADES.k65.NODE_8568_length_2155_cov_62.474641_g5769_i0^TBCC
SPADES.k65.NODE_86221_length_259_cov_4.546392_g73210_i0	SPADES.k65.NODE_86221_length_259_cov_4.546392_g73210_i0^TBCD9_HUMAN
SPADES.k65.NODE_89732_length_243_cov_10.207865_g76721_i0	SPADES.k65.NODE_89732_length_243_cov_10.207865_g76721_i0^AB17B_CHICK
SPADES.k65.NODE_9007_length_2112_cov_57.031265_g6060_i0	SPADES.k65.NODE_9007_length_2112_cov_57.031265_g6060_i0^SWC4_ARATH^SANT_DAMP1_like
SPADES.k65.NODE_9059_length_2108_cov_52.272149_g6093_i0	SPADES.k65.NODE_9059_length_2108_cov_52.272149_g6093_i0^HEXO1_ARATH^Glycohydro_20b2
SPADES.k65.NODE_9072_length_2107_cov_54.087659_g6102_i0	SPADES.k65.NODE_9072_length_2107_cov_54.087659_g6102_i0^PDS_SOYBN^NAD_binding_8
SPADES.k65.NODE_9106_length_2103_cov_57.104514_g6127_i0	SPADES.k65.NODE_9106_length_2103_cov_57.104514_g6127_i0^NU133_ARATH
SPADES.k65.NODE_9255_length_2091_cov_30.346989_g6224_i0	SPADES.k65.NODE_9255_length_2091_cov_30.346989_g6224_i0^NEPRN_NEPVE^Neprosin_AP
SPADES.k65.NODE_9282_length_2087_cov_58.604847_g2108_i2	SPADES.k65.NODE_9282_length_2087_cov_58.604847_g2108_i2^HSBH1_SOYBN^KNOX1
SPADES.k65.NODE_9296_length_2085_cov_59.825743_g4585_i3	SPADES.k65.NODE_9296_length_2085_cov_59.825743_g4585_i3^C96AF_ARATH^p450
SPADES.k65.NODE_9316_length_2083_cov_47.125372_g6266_i0	SPADES.k65.NODE_9316_length_2083_cov_47.125372_g6266_i0^MSL10_ARATH^MS_channel_2nd
SPADES.k65.NODE_9383_length_2078_cov_38.496274_g6308_i0	SPADES.k65.NODE_9383_length_2078_cov_38.496274_g6308_i0^PUSH_ARATH^PseudoU_synth_1
SPADES.k65.NODE_944_length_4138_cov_59.364842_g643_i0	SPADES.k65.NODE_944_length_4138_cov_59.364842_g643_i0^SPSA_VICFA^Glycos_transf_1
SPADES.k65.NODE_9527_length_2064_cov_40.376688_g4609_i2	SPADES.k65.NODE_9527_length_2064_cov_40.376688_g4609_i2^RNC1_ARATH
SPADES.k65.NODE_9627_length_2054_cov_26.451483_g6465_i0	SPADES.k65.NODE_9627_length_2054_cov_26.451483_g6465_i0^NMAT3_ARATH^Intron_maturas2
SPADES.k65.NODE_9660_length_2050_cov_58.847355_g6483_i0	SPADES.k65.NODE_9660_length_2050_cov_58.847355_g6483_i0^NDUV1_ARATH^Complex1_51K
SPADES.k65.NODE_9667_length_2050_cov_49.048363_g6488_i0	SPADES.k65.NODE_9667_length_2050_cov_49.048363_g6488_i0^NIR_BETPN^NIR_SIR_ferr
SPADES.k65.NODE_9681_length_2048_cov_58.777105_g3817_i1	SPADES.k65.NODE_9681_length_2048_cov_58.777105_g3817_i1^OSGP2_ARATH^TsaD
SPADES.k65.NODE_9683_length_2048_cov_58.540595_g6497_i0	SPADES.k65.NODE_9683_length_2048_cov_58.540595_g6497_i0^RH39_ARATH^DEAD
SPADES.k65.NODE_9716_length_2046_cov_45.024230_g6526_i0	SPADES.k65.NODE_9716_length_2046_cov_45.024230_g6526_i0^GLPK_ARATH^FGGY_N
SPADES.k65.NODE_9792_length_2039_cov_29.388045_g6573_i0	SPADES.k65.NODE_9792_length_2039_cov_29.388045_g6573_i0^PMD
SPADES.k65.NODE_9888_length_2031_cov_37.443540_g5415_i1	SPADES.k65.NODE_9888_length_2031_cov_37.443540_g5415_i1^Ank_2
TRINITY_DN1000_c0_g1_i1	TRINITY_DN1000_c0_g1_i1^TI236_ARATH
TRINITY_DN10017_c0_g2_i8	TRINITY_DN10017_c0_g2_i8^HF101_ARATH^FeS_assembly_P
TRINITY_DN10019_c0_g2_i1	TRINITY_DN10019_c0_g2_i1^SCRK2_SOLLC^PfkB
TRINITY_DN1001_c0_g1_i2	TRINITY_DN1001_c0_g1_i2^PP434_ARATH^PPR
TRINITY_DN10020_c0_g1_i7	TRINITY_DN10020_c0_g1_i7^5FCLL_ARATH^5-FTHF_cyc-lig
TRINITY_DN10023_c0_g1_i3	TRINITY_DN10023_c0_g1_i3^THA8L_ARATH^PPR
TRINITY_DN10023_c0_g2_i1	TRINITY_DN10023_c0_g2_i1^THA8L_ARATH
TRINITY_DN10025_c2_g1_i1	TRINITY_DN10025_c2_g1_i1^Rx_N
TRINITY_DN10029_c0_g1_i7	TRINITY_DN10029_c0_g1_i7^OEP37_PEA
TRINITY_DN10031_c0_g1_i1	TRINITY_DN10031_c0_g1_i1^NSF_ARATH^CDC48_2
TRINITY_DN10032_c0_g1_i4	TRINITY_DN10032_c0_g1_i4^GIP1_ARATH^GIP1_N
TRINITY_DN10033_c0_g1_i19	TRINITY_DN10033_c0_g1_i19^CNIF1_ARATH^Aminotran_5
TRINITY_DN10036_c0_g1_i1	TRINITY_DN10036_c0_g1_i1^JMJ18_ARATH^JmjN
TRINITY_DN1003_c0_g1_i13	TRINITY_DN1003_c0_g1_i13^ARFRP_BOVIN^Arf
TRINITY_DN10049_c0_g1_i1	TRINITY_DN10049_c0_g1_i1^BET12_ARATH
